client type , rating , review title , review_content
desktop , 1 , Xài quá tệ . , " Giao đồng_hồ inox như hình , mua giá 24k + 15k ship . Đồng_hồ xài quá tệ , chạy không đúng giờ , dây bằng sắt ( không phải inox ) , bị rỉ sét , dễ bị trầy xướt . "
androidApp , 1 , Giao hàng_không đúng , Đồng_hồ để yazole mà giao modiya dây củng khác hoàn_toàn
mobile , 1 , Tạm được , " Giao k đúng như hình , măt thì đúng , day thì k phải "
desktop , 5 , đẹp nhé , " với giá 30k thì cho 5 sao nhé , bền thì chưa rõ "
mobile , 4 , Re đẹp , Voi gia 26k day la san pham re đẹp ngoai mong_doi
androidApp , 5 , rất tốt , nhưng chỉ có ba kim chính chạy được thôi
androidApp , 4 , Tốt , Tầm giá này thì như v là tốt lắm
desktop , 1 , " " , sản_phẩm ko đúng theo đơn hàng
androidApp , 3 , Thu dây sao z shop , Thu dây đồng_hồ sao vậy
androidApp , 5 , " " , dong ho xai ben dep nen mua
androidApp , 5 , " " , rất đẹp cảm_ơn shop
androidApp , 5,5 sao , Lazada giao hàng nhanh !
iosApp , 1 , Mở ra xem dây bị đứt nên tôi không nhận hàng , " "
androidApp , 3 , " " , tạm ổn
androidApp , 4 , " " , ok lắm !
iosApp , 1 , " " , L tốt
androidApp , 5 , " " , tốt
desktop , 1 , làm ăn không uy_tin , đặc cái này ma gửi cái khác . shop làm vậy xem dc không .. tôi rất là thất vọng .
androidApp , 3 , kha tot , hang kha vua y...nhung con loi nho mong lan sao shop ktra_hag_kĩ_hon ....
androidApp , 5 , dong tot chay_dung_gio_chuan ,
iosApp , 1 , Không giống hình ,
iosApp , 1 , ok , " khách_hàng nhận ko đúng sản_phẩm yêu_cầu , "
androidApp , 1 , " giao hàng 2 lần vẫn ko đúng sản_phẩm , thất_vọng voi cách làm_ăn của lazada quá " , giao hàng ko đúng sản_phẩm . thất_vọng quá với cách làm_ăn cua_lazada
iosApp , 1 , Tệ , " Mặt đồng_hồ bị nứt vệt dài , chưa rõ sau_này có gỉ ko "
androidApp , 1 , Dối_trá , Tên sản_phẩm trên hộp là đúng nhưng khi mở hộp thì nhận đồng_hồ khác
androidApp , 1 , minh ko hài_lòng với Shop hoàn tiền mà mã giảm_giá sử_dụng ko đc , " hazzzzz "
androidApp , 3 , hàng_không đúng mẫu ,
iosApp , 1 , Thất_vọng , Mua thì cáu khác lúc giao lại một cái khác chả nhẽ lại đổi chả ki chấp_nhận đk
androidApp , 1 , e dat đồng_hồ dây inox lại dao đồng_hồ dây giả_da là sao...shop xem_lại ,
mobile , 1 , " Chi la lua dao treo dau de ban thit cho " ,
androidApp , 5 , " re , dep " , re va_dep
androidApp , 3 , hàng ko đúng , Hàng giao khác hoàn_toàn so với hình_ảnh đăng lên . Tuy_nhiên mình là người khá dễ_tính nên + giao hàng nhanh + hàng tương_đối đẹp nên mình bỏ_qua . đề_nghị trước khi giao shop nên kiểm_tra kĩ_lưỡng hàng_hoá
androidApp , 5 , Đẹp ,
mobile - app , 1 , Lại khác mẫu . Đặt cái này gửi Cai khác ,
androidApp , 5 , Rất đẹp thank lazada ,
androidApp , 5 , Năm sao , " "
androidApp , 5 , đẹp ,
desktop , 1 , " mới mua đeo chưa đc 3 ngày đã hư hk chay_j_đc_sao giở dữ zậy cần xem xet trước khi mua nha mọi người " , không hài_lòng về sản_phẩm của shop
androidApp , 4 , Đồng_hồ khá ổn , Đây đeo hơi cứng . Khá hài_lòng
androidApp , 5 , Hàng tốt , chơi dc tất cả các game cho dùng game pad ( nhưng phải down thêm giả lập x360cm tự tìm hiểu youtu ) nói chung vs giá này thì sp này wa là tuyệt vời
androidApp , 5 , quá tốt , trên hình là viền xanh mặt trắng nhưng gửi về lại là viền vàng đồng mặt đen nhưng rất đẹp nên ko đổi lại thank_shop
mobile , 5 , " " , Sản_phẩm rất tốt
desktop , 5 , sản_phẩm okê ,
desktop , 5 , TỐT , NÚT HƠI CỨNG NHƯNG THẾ LA NGON RỒI
androidApp , 5 , Good , " Đồng_hồ nhìn khá đẹp nhưng shop giao hàng nhầm màu cho em . Với_lại không có phiếu bảo_hành trong hộp ạ . Em có đặt lại một cái nữa nhớ giao đúng màu giùm em . Bỏ thêm cái phiếu bảo_hành luôn nhá "
androidApp , 5 , tot , các bạn nên mua
androidApp , 5 , Good , Xài tốt
androidApp , 5 , Tốt , Hàng tốt so với giá tiền 178k . Nhưng giao sai màu nhé . Đặt xám giao đỏ . Ai mua nhớ mở xem màu đúng o nha . Chất_lượng thì ok rồi . Xui lắm mới bị trục_trặc nhưng có đổi trả nên o lo lắm nha . Tuấn 355
iosApp , 1 , Dây kém , Dây quá kém đeo mãi mới vào xước hết cả dây
desktop , 5 , " hàng ok " , " Hàng tốt đóng_gói cẩn_thận Nói_chung là đáng đồng_tiền "
mobile , 5 , Thích , Đúg màu . Mình đặt . Y như hình . Thấy ưg . Còn chất_lượng phải dùg mới biết . Giao hàg nhanh quá ... tuyệt_vời
androidApp , 5 , tốt , " "
androidApp , 1 , xài ko được tí nào cả cắm vào là đã hư rồi đừng mua nha , " "
androidApp , 5 , k có gì để chê , sp đẹp . chưa thử chống nước . có_thể tắt báo_thức và tắt tiếng tít khi qua giờ mới . ban_đầu đeo thấy to nó hơi ngáo . nhưng sau vài ngày cũng quen mới thấy nó đẹp
androidApp , 4 , hàng ok , tiền nào của náy_thoy
iosApp , 4 , Sản_phẩm khá OK ! ! , " Các nút bấm có độ trễ khá cao , âm_thanh khi bấm các phím kêu hơi to . Tuy_nhiên với tầm tiền này thì chấp_nhận đc ! ! "
desktop , 5 , Hàng rẻ - chuẩn 5 * , k 0 bàn chất_lượng ... - 5 * cho nhà bán hàng - đóng_gói kỹ_càng ... có hộp thiết nữa ... ngạc_nhiên ... ! ! !
androidApp , 4 , sợ pin k dùng đâu , khác đc
iosApp , 4 , Sp ổn , " Tay bấm nhạy , sử_dụng tốt . "
androidApp , 5 , Hàng rất ưng_ý ! , " Nhận được hàng rất ưng_ý , y_như hình luôn và đẹp . Đáng mua để tặng hoặc dùng ! "
iosApp , 5,5 , Tốt
iosApp , 4 , Giao hàng rất nhanh , " Lần trước đã mua 1 lần , sài thấy ok nên giờ ủng_hộ tiếp 3 cái . Giao hàng rất nhanh , chất_lượng sản_phẩm tốt nhưng đóng_gói không được tốt lắm "
androidApp , 2 , Too big , " Mẫu_mã okay , như hình , hộp đựng đẹp , có_điều ko ngờ kích_thước quá to , đeo cồng_kềnh nên ko sử_dụng . "
androidApp , 5 , ok ,
desktop , 5 , rất tốt , bền . đẹp . tiện_dụng ... sản_phẩm như hình ... dùng thử một tháng chưa thấy j bất_ổn ... giao hàng nhanh
androidApp , 4 , dep nha bn ,
desktop , 3 , giao sai hang , " sản_phẩm đẹp nhưng gờ vào cảm_thấy không chất_lượng lắm . đặt mẫu đen giao màu đỏ , hi_vọng shop giao sản_phẩm đúng và chất_lượng hơn "
androidApp , 5 , Đồng_hồ đẹp chất_lượng tốt , " "
androidApp , 1 , Hàng dỏm . sài được ba ngày kim đồng_hồ thì chạy như lol_z , noi chung la hang . sai khong dcvmoi_ban
androidApp , 5 , " ok , đẹp đến cái hộp cũng đẹp " , " đồng_hồ đẹp , bao_gói kĩ_càng , hộp đựng đẹp , có_điều giao hàng hơi trục_trặc , cho 5 * vì đồng_hồ rất ưng "
desktop , 1 , Đồng_hồ đèn led thể_thao ( đen ) , " sản_phẩm quá tệ , đã cũ và bị trầy_xước rất nhiều . Trước_đây tôi có đặt mua 1 sản_phẩm trên lazada chất_lượng rất ổn mà giá_cả lại phải_chăng nên đã tin_dùng nhưng chiếc đồng_hồ này làm tôi thực_sự mất lòng_tin . "
desktop , 4 , Hàng đẹp , " Đã nhận hàng , đồng_hồ đẹp , đúng mẫu , mặt hơi to so với tay , chất_lượng thì chưa biết ntn . Tks shop "
desktop , 5 , good , cái này dùng rất tốt ai có trục_trặc gì mở nó ra dùng keo dán nguồn pin với nguồn điện trong đồng_hồ là ok
desktop , 5 , tốt , giao hàng đúng màu . đùng thời_gian . đầy_đủ như giới_thiệu
androidApp , 3 , Rẻ , Hôm_qua mới nhận được hàng nói chung là dây đeo xấu vẫn còn viền dư của nhựa chưa được gọt chỗ gài rất dễ gãy mới mua mà làm gãy hết 2 cái rồi nói chung là với giá tiền như vậy là rất ok thích hợp mua cho con nít đeo
desktop , 1 , " " , vận_chuyển chậm quá chậm . ko mua lần 2
androidApp , 4 , Đồ tốt , " Đồng_hồ đẹp , chất_liệu tốt , tuy_nhiên hơi to số với cổ_tay HS "
mobile , 5 , Cảm_nhận , Đóng_gói cẩn_thận đầy_đủ sản_phẩm . Tốt
androidApp , 1 , Tệ , Không giống hình . đặt màu đen giao màu xám tro
androidApp , 5 , Hàng tốt ! , " Giao hàng nhanh , sản_phẩm đẹp và rất cá_tính ! ! "
desktop , 2 , " " , dong ho nhanh het pin chua_dung dc1thang nua mau thi dep ok
androidApp , 1 , Giao hàng_không đúng mẫu bán , Thật không_thể tin nổi . Mình đặt đồng_hồ skmei giao cho mình đồng_hồ xponi .
desktop , 1 , " " , sản_phẩm không đúng màu của tôi đặt_hàng ..
desktop , 2 , Ngoại_hình giống ảnh tuy_nhiên kích_thước khá lớn các bạn cần lưu_ý trc khi mua . , " "
desktop , 4 , tạm ổn , dùng cho trẻ con dung . hết hứng_thú thì bỏ
androidApp , 5 , Năm sao , Hang dep dung mau . Ma ko thay tang phu kien vay shop
androidApp , 3 , Giao hàng chậm , " Gao hàng chậm hơn với dự_đoán . Tăng_giá thi cứ ầm_ầm , hôm trước mua co 10k giờ đã lên 13 k "
androidApp , 4 , " " , " Đặt màu đen nhưng giao màu vàng , nhưng đẹp nên cho 4 * . Chất_lượng thì qua thời_gian mới biết được . "
androidApp , 1 , " " , chọn màu đen shop lại giao mau do ... ? vai !
desktop , 5 , Quá đẹp , " Sắc xảo , hầm_hố , rất ấn_tượng "
mobile , 4 , " " , Đặt màu đen mà giao màu xanh tiếc quá
iosApp , 5 , " " , Sản giao nhanh đúng y_hình dùng tốt
androidApp , 3 , Sản_phẩm bị trầy_xước , Sản_phẩm giao bị trầy một_vài chỗ .
androidApp , 3 , Ba sao , Màu k như mong_muốn có đổi đc k_shop
mobile , 1 , Chọn màu đen mà đưa màu tím , Làm_ăn như_thế thì sau_này ai dám mua
mobile , 5 , Hồng hồ , Mình đã nhặn đượ hàng nhưng sản_phẩm khêng có phụ_kiện kèm theo hơi thất_vọng
androidApp , 1 , đừng mua , " mua về chỉnh vừa tay , chỉnh h thì khó , đeo dc 1 lúc ko lên j luôn , biết là rẻ nhưng_mà hàng đểu quá "
mobile , 1,1 sao , " Đặt loại sk1155 sao lại giao sk1155B . có_lẽ_nào người buôn mà nói không rành sản_phẩm , giao nhầm . "
androidApp , 1 , Giao nhầm hàng : ' ( , Đặt đồng_hồ lại giao vòng_tay
mobile , 3 , Tốt . , Sản_phẩm chỉ báo_thức được 20 giây . Mong sẽ được cải_thiện hơn
androidApp , 4 , " " , " Sản_phẩm được , bé chơi thích . "
desktop , 5 , Chất_lượng sản_phẩm , Rất tốt so với giá .
androidApp , 1 , " " , chưa giao mà kêu đã giao hàng thành công
androidApp , 5 , Năm sao , Tôt
desktop , 1 , Gửi lộn màu , Đặt màu đen gửi màu tím
androidApp , 1 , thấy mấy bạn khác mua ok khen các kiểu s tới mình lại bị lỗi : ) ) ,
androidApp , 4 , Bốn sao , Xài tốt mà vòng_tay hơi to
androidApp , 5 , sản_phẩm cũng tương_đối ổn , " "
androidApp , 3 , Nhầm màu , Mua màu đen sao ra mà tím ?
androidApp , 4 , Giao hàng nhanh , " Máy đẹp nhưng hơi to , cân_nhắc với tay nhỏ và vừa . "
desktop , 3 , " " , cat day bot gan vao hong_dinh
androidApp , 2 , Hai sao , " Đặt màu xám , giao màu vàng "
androidApp , 1 , mau hư , mau_hu
iosApp , 4 , " " , Dep chay tot_lam
androidApp , 2 , bị tróc - chợt , hàng kém chất_lượng
androidApp , 5 , " " , san pham rat_ok
androidApp , 5 , " " , chống nước dc đấy
androidApp , 5 , Năm sao , không giống trong ảnh giao con 1155B nhưng vẫn rất hài_lòng
desktop , 1 , Không thay_đổi T / gian đc , Không nên mua SP này
androidApp , 1 , Một sao , " "
iosApp , 5 , Ok , Ok
mobile , 5 , Đồng_hồ , Tốt hơn mong_đợi
desktop , 5 , đẹp , " "
androidApp , 1 , dong ho , toi trua nhan dc hang
androidApp , 4 , Sai màu r shop ơi đặt đen giao xanh , " "
desktop , 1 , " " , đề_nghị mua màu đen giao hàng là màu cam
androidApp , 5 , " da nhan_dc , nhin thay thi tot nhung ko biet co ben hay nua " ,
mobile , 5 , Tầm giá này là đc , " Sp có chút xước , kẹp nối khá giòn , nên cẩn_thận khi tháo lắp mà cắt dây cho hợp "
iosApp , 5 , Đồng_hồ đẹp đúng như hình còn chất_lượng thì dùng 1 thời_gian ,
androidApp , 1 , khoG dam mua nữa . Kệch mặt , giao hàng sai mà không chịu bồi thường .
desktop , 4 , " " , " Tốt , nhanh nhưng đôi_khi tôi nạp trúng ngày khuyến_mãi cửa mobile mà tôi không được "
desktop , 4 , tạm ổn , " chỉ mới tắm và rửa tay , thấy tạm ổn , nhưng dễ bay màu ! "
desktop , 5 , " giao hàng đúng sản_phẩm , sản_phẩm rất ok " , " ngon , đẹp bổ rẻ , phù_hợp cho trẻ_em : ) "
desktop , 1 , " " , " Nhà_cung_cấp không gửi mã cho khách_hàng để họ tự nạp khi có khuyến_mãi , mà họ trực_tiếp nạp luôn vào tk cho khách_hàng "
androidApp , 5 , hang dung nhu Hinh quang cao dược xem hang trước lúc nhan hang dam bao mau Ma dẹp vuốt xa su mong doi mang các gian hang phúc vi tốt hon nua chúc thành cong ,
androidApp , 1 , " " , đặt đen giao_cam
desktop , 5 , " " , " Rất tốt , nhanh "
androidApp , 5 , tốt_đẹp ,
androidApp , 5 , " " , chưa nhận hàng
desktop , 4 , OK , 1
androidApp , 5,5 * , giao giống hình và màu mình đả đặt có hộp đựng có pin và giấy bảo_hành rất hài_lòng về sp
desktop , 5 , khá hài_lòng , " Có mã thẻ gửi về khá nhanh , nhưng có mã phải chờ mấy tiếng , hơi sốt_ruột . Điểm cộng đó là % chiết_khấu nhiều hơn bank plus : ) "
androidApp , 1 , Chinh gio , Chinh gio ra sao_a
mobile , 5 , Hài_lòng , " "
androidApp , 5 , Năm sao , " "
desktop , 2 , Tôi thấy chưa ổn lắm trong thời_gian giao hàng , Hàng tốt nhưng nhiều khi muốn lấy serrie để nạp vào game thì không biết làm thế_nào và giao hàng thì quá chậm . mất tận 4-5 h để giao từ lúc thanh_toán . Mong rằng sẽ được khắc_phục sớm .
desktop , 2 , " " , tạm được
desktop , 5 , " " , " Dùng hình_thức này thì tiện nhất là cho trường_hợp các dạng thuê_bao trả sau , chỉ việc ngồi nhà ngồi văn_phòng mà bấm , ko cần phải đến tận nơi . tiện mà rẻ hơn mua ngoài . "
androidApp , 3 , cách chơi gamepad trên android , " B 1 : root máy ( root ntn thì tự lên google tìm_hiểu nhé ) B 2 : lên CHPLay tải Tincore_Keymapper B 3 : zô cài_đặt - > ngôn_ngữ và phương_thức nhập - > mặc_định : ấn vào Tincore_Keymapper B 4 : zô game và ấn giữ 2s là nó hiện nút lên rồi kéo và gán zô là OK "
androidApp , 5 , Năm sao , " "
desktop , 1 , " Chậm , thiếu Sêri " , " Khi mua chỉ nhận được tin nhắn báo mã thẻ mà không có sêri , vậy tìm sêri như_thế_nào ? Nhắn_tin trong vòng 24h nhưng vậy là rất chậm . "
iosApp , 3 , " " , Giao hàg nhah
desktop , 5 , " " , " Dùng hình_thức này thì tiện nhất là cho trường_hợp các dạng thuê_bao trả sau , chỉ việc ngồi nhà ngồi văn_phòng mà bấm , ko cần phải đến tận nơi . tiện mà rẻ hơn mua ngoài . "
androidApp , 4 , " " , " sp xài ổn , cần analog chỉ có 8 hướng và không có phân_biệt mạnh hay yếu , gạt một_nửa cũng như gạt hết . "
androidApp , 1 , " " , " không như hình đã đăng , giao hàng sai hoàn_toàn "
desktop , 1 , không nhận được hàng , KHông điện_thoại phản_hồi cho_biết hàng đã dược giao hay huỷ .
androidApp , 1 , " " , hàng dỏm
mobile - app , 5 , Năm sao , " "
desktop , 5 , Rẻ tốt , hài_lòng về số tiền bỏ ra
iosApp , 5 , Hàng tốt , " "
mobile - app , 5 , Tiện_lợi , Đỡ mất_công mua ngoài . Tuy_nhiên nhận mã hơi lâu ( từ tối hôm trc đến sáng hôm sau ) . Hi_vọng lần sau nhanh hơn để nếu có nạp km của nhà_mạng thì ko bị lỡ
androidApp , 5 , Em k chỉnh đc phút ạ_ạ , Đẹp ạ
androidApp , 5 , " " , tay_cầm ngon rẻ giá_cả Phù_hợp
desktop , 5 , đẹp , rất chất_lượng < 3
desktop , 5 , " " , " Mình rất tin_dùng các dịch_vụ và mua hàng trên lazada , với việc mua thẻ này cũng thế , giá rẻ hơn bên ngoài mà chất_lượng vẫn rất ok , có hơi mắc lúc đợi mã về thôi , nhưng cũng rất ổn . "
mobile , 5 , sqn phqm dc bao boc rat can that , Rat_ok
iosApp , 4 , " " , Ngon trong tầm giá .
androidApp , 5 , tốt , " giao hàng nhanh , ( trước 1 ngày so với thông_báo ) sản_phẩm đúng mẫu . mỗi tội mò mãi mới biết cài dặt : ) ) . cảm_ơn shop . "
desktop , 5 , Tốt , Mã dùng tốt
iosApp , 4 , Bt , Cx_dc
desktop , 5 , Tốt , " "
androidApp , 5 , , Hộp giấy ko phải hộp sắt à
